App,Category,Rating,Reviews,Viewers,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Xray Scanner Prank,FAILY,3.3,355837,3700000,10000000,Free,0,Everyone,Entertainent,07-Dec-16,14,2.3 and up
X Launcher Prie: With OS Style Thee & No Ads,ART_AND_DESIGN,4.7,149,3500000,1000,Paid,1.99,Everyone,Art & Design,30-Jul-18,1.2.2,4.1 and up
The X-Files: Deep State - Hidden Object Adventure,FAILY,4.5,22018,53000000,500000,Free,0,Teen,Casual,18-Jul-18,2.6.1,5.0 and up
Thee for Iphone X Plus,PERSONALIZATION,4,126,8000000,10000,Free,0,Everyone,Personalization,19-Oct-17,1,2.3.3 and up
X-WOLF,GAE,4.2,4878,27000000,100000,Free,0,Everyone 10+,Adventure,02-Feb-18,1.2.0,4.1 and up
Light X - Icon Pack,PERSONALIZATION,4.6,252,24000000,10000,Paid,0.99,Everyone,Personalization,13-Jun-18,1.6.1,4.1 and up
X-Plane 10 Flight Siulator,FAILY,4.2,63197,11000000,1000000,Free,0,Everyone,Siulation,27-Jun-18,Varies with device,Varies with device
Anie X Wallpaper,PERSONALIZATION,4.7,32613,3200000,1000000,Free,0,Everyone,Personalization,31-May-18,3.11,4.1 and up
NEW Thee for Phone X,PERSONALIZATION,4.7,8642,3700000,500000,Free,0,Everyone,Personalization,22-May-18,1.1.6,4.0 and up
X-Plane to GPS,TOOLS,4.2,161,1200000,5000,Paid,0.99,Everyone,Tools,04-Mar-18,1.62,4.4 and up
Control Center iOS 11 - Phone X notifications,TOOLS,4.3,514,8400000,50000,Free,0,Everyone,Tools,12-Feb-18,1.8,4.4 and up
iLocker X - iOS11 Lockscreen with HD Wallpapers,PERSONALIZATION,4.3,1714,31000000,100000,Free,0,Everyone,Personalization,19-Jun-18,1.4.7,4.1 and up
iLauncher OS 12 Pro - Phone X,PERSONALIZATION,NaN,3,9600000,50,Paid,2.99,Everyone,Personalization,24-Jun-18,1.0.1,4.1 and up
Hero Fighter X,GAE,4.5,24210,45000000,500000,Free,0,Teen,Action,13-Nov-15,1.091,2.2 and up
Slendrina X,GAE,4.4,12736,56000000,1000000,Free,0,Teen,Arcade,18-Dec-17,1.02,4.0 and up
X Back - Icon Pack,PERSONALIZATION,4.5,56,26000000,10000,Paid,0.99,Everyone,Personalization,29-Jun-18,1.6.2,4.1 and up
Guide (for X-EN),BOOKS_AND_REFERENCE,4.6,586,17000000,100000,Free,0,Everyone,Books & Reference,08-May-17,1.1.1,3.0 and up
"Decibel X PRO - Sound eter dBA, Noise Detector",TOOLS,4.3,60,6900000,1000,Paid,3.99,Everyone,Tools,11-Jul-18,4.4.1,4.1 and up
Robocar X Ray,GAE,4.5,3432,99000000,1000000,Free,0,Mature 17+,Action,23-Jan-17,1,2.3 and up
Space X: Sky Wars of Air Force,GAE,4.5,10748,47000000,1000000,Free,0,Everyone,Arcade,04-Aug-18,4,4.1 and up
OS-X EUI 4/5/8 THEE,PERSONALIZATION,3.9,916,36000000,100000,Free,0,Everyone,Personalization,05-Feb-18,5,4.4 and up
Flexiroa X,TRAVEL_AND_LOCAL,4,875,21000000,100000,Free,0,Everyone,Travel & Local,03-Aug-18,3.5.3,4.1 and up
X-ray scanner siulator,FAILY,2.7,1616,3000000,500000,Free,0,Everyone,Casual,08-Jan-17,7,2.1 and up
X Construction,FAILY,4.5,18612,8500000,100000,Paid,1.49,Everyone,Puzzle,28-Jul-15,1.57,2.3 and up
X Hoe Bar - Hoe Bar Gesture Pro,TOOLS,4,88,2000000,10000,Paid,1.99,Everyone,Tools,02-Jul-18,1.5,4.3 and up
PLAYBULB X,LIFESTYLE,2.9,2160,15000000,100000,Free,0,Everyone,Lifestyle,25-Jun-18,1.6.5,4.3 and up
X-Wing Squadron Builder,FAILY,4.6,5898,50000000,100000,Free,0,Everyone,Entertainent,01-Aug-17,3.3.8.03082017,1.6 and up
YouTube TV - Watch & Record Live TV,FAILY,4.4,38517,17000000,1000000,Free,0,Teen,Entertainent,02-Aug-18,2.29.2,5.0 and up
JW Caleb y Sofia,FAILY,4.6,5227,1900000,500000,Free,0,Everyone,Education,20-Nov-15,1,4.0.3 and up
Booerang ake and Race,FAILY,4.4,281448,70000000,10000000,Free,0,Everyone,Racing;Action & Adventure,01-Jun-18,1.5.0,4.0 and up
Talking To & Ben News,FAILY,4.4,1131937,41000000,100000000,Free,0,Everyone,Entertainent,30-Apr-18,2.4.0.7,4.1 and up
Vegas Crie Siulator,FAILY,4.2,721646,99000000,50000000,Free,0,Teen,Siulation,02-Aug-18,2.7,4.1 and up
PewDiePie's Tuber Siulator,FAILY,4.8,1499466,96000000,10000000,Free,0,Teen,Casual,24-Jul-18,1.25.0,4.1 and up
Yahoo ail – Stay Organized,COUNICATION,4.3,4188345,16000000,100000000,Free,0,Everyone,Counication,18-Jul-18,5.29.3,4.4 and up
Real Gangster Crie,GAE,4.3,285814,84000000,10000000,Free,0,Teen,Action,26-Jun-18,3.5,4.0 and up
Antivirus & obile Security,TOOLS,4.6,351267,5000000,10000000,Free,0,Everyone,Tools,09-Feb-18,3.1.0,4.0 and up
Flashlight Ultiate,TOOLS,4.6,16936,5000000,1000000,Free,0,Everyone,Tools,25-Jan-18,2.94,4.0 and up
Gangster Town,GAE,4.1,74842,99000000,5000000,Free,0,Teen,Action,22-Dec-16,1.7,2.3 and up
Rope Hero 3,GAE,4.4,45871,99000000,5000000,Free,0,Teen,Action,08-May-17,1.6,2.3 and up
Avast obile Security 2018 - Antivirus & App Lock,TOOLS,4.5,5180480,26000000,100000000,Free,0,Everyone,Tools,01-Aug-18,6.11.4,4.1 and up
Z Origins - (Z The Gae),FAILY,4.6,4421,37000000,50000,Paid,2.99,Teen,Strategy,05-Nov-14,1.77,2.2 and up
"Zapya - File Transfer, Sharing",TOOLS,4.6,387958,9000000,10000000,Free,0,Teen,Tools,16-Jul-18,5.6.2 (US),4.0.3 and up
Experient Z - Zobie,GAE,4,229329,88000000,10000000,Free,0,Mature 17+,Action,04-Dec-17,2.14,4.1 and up
War Z 2,FAILY,4.5,97071,87000000,5000000,Free,0,Teen,Strategy,03-Apr-18,0.1.219,2.3.3 and up
Last Epire - War Z: Strategy,FAILY,4.2,853495,78000000,50000000,Free,0,Teen,Strategy,02-Aug-18,1.0.208,4.0.3 and up
Z Day: Hearts of Heroes,FAILY,3.9,5894,67000000,1000000,Free,0,Everyone 10+,Strategy,11-Jul-18,1.0.2,4.0.3 and up
Z Chapions,GAE,4.7,96028,59000000,1000000,Free,0,Teen,Arcade,28-May-18,Varies with device,4.0 and up
CPU-Z,TOOLS,4.5,295430,1400000,10000000,Free,0,Everyone,Tools,17-Apr-18,1.26,2.2 and up
WithstandZ - Zobie Survival!,GAE,4.3,121612,59000000,1000000,Free,0,Teen,Action,28-Dec-17,1.0.6.4,4.0 and up
"Z Caera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4.4,1075016,47000000,100000000,Free,0,Mature 17+,Photography,03-Aug-18,4.21,4.1 and up
Epire Z: Endless War,FAILY,4.2,367951,76000000,5000000,Free,0,Teen,Strategy,16-Jul-18,2.2.8,4.0.3 and up
Zobie War Z : Hero Survival Rules,GAE,3.9,1987,62000000,100000,Free,0,Mature 17+,Action,13-Dec-17,1.8,4.0.3 and up
DRAGON BALL Z DOKKAN BATTLE,GAE,4.1,650114,80000000,10000000,Free,0,Teen,Action,03-Jul-18,3.11.0,4.0.3 and up
oto Z arket,TOOLS,2.2,605,3800000,1000000,Free,0,Everyone,Tools,18-Dec-17,02.02.0045,5.0 and up
Cube Z (Pixel Zobies),GAE,4.2,41444,56000000,1000000,Free,0,Teen,Action,31-Jul-16,1.0.11,4.0.3 and up
Z War-Zobie odern Cobat,FAILY,4.2,62301,72000000,5000000,Free,0,Teen,Strategy,01-Aug-18,1.6,4.1 and up
Z App,LIFESTYLE,2.8,405,25000000,50000,Free,0,Everyone,Lifestyle,22-Jun-18,4.2.45,4.4 and up
GALAK-Z: Variant obile,GAE,3.9,145,79000000,10000,Free,0,Everyone,Action,30-Jul-18,1.7.6,4.4 and up
Z City,FAILY,4.3,3976,98000000,100000,Free,0,Teen,Strategy,29-Jan-18,1.1.6,4.0 and up
Space Z 🌏 🚀Icon Pack Thee,PERSONALIZATION,4.8,201,68000000,1000,Paid,1.49,Everyone,Personalization,04-Aug-18,1.2.7,4.0.3 and up
Reload: The Z-Tea,GAE,4.3,1655,91000000,100000,Free,0,Everyone 10+,Action,28-Feb-18,1.6.2,4.4 and up
Rage Z: ultiplayer Zobie FPS Online Shooter,GAE,4.1,11258,44000000,500000,Free,0,Mature 17+,Action,08-Dec-16,1.25,4.2 and up
Pixel Z Gunner 3D - Battle Survival Fps,GAE,4.2,11408,96000000,1000000,Free,0,Teen,Action,06-Jul-18,4.1,4.0 and up
Saiyan Z: Super SSJ Ultiate Cobat,GAE,4.4,306,61000000,10000,Free,0,Everyone,Adventure,18-Apr-18,2.0.2,4.0 and up
Z-Epire: Dead Strike,FAILY,4.6,99,19000000,10000,Free,0,Teen,Strategy,08-Jun-18,1.8.7,4.0.3 and up
Free Z Glass GO Keyboard Thee,PERSONALIZATION,4.3,71829,8800000,5000000,Free,0,Everyone,Personalization,30-Jun-17,4.16,4.0 and up
Zobie Avengers:(Dreasky)Stickan War Z,GAE,4.3,13604,96000000,1000000,Paid,0.99,Teen,Action,26-Jun-18,2.4.4,2.3 and up
Z Caera,PHOTOGRAPHY,3.8,142,7700000,10000,Free,0,Everyone,Photography,08-Apr-16,1.8,4.0 and up
Cardio Z,EDICAL,NaN,24,10000000,100,Paid,5.99,Everyone,edical,13-Mar-17,1.0.2.1,4.4 and up
GO SS Pro Z Glass Thee EX,PERSONALIZATION,3.8,24198,2200000,1000000,Free,0,Everyone,Personalization,10-Jul-14,1,1.6 and up
Route Z,GAE,3.9,24697,16000000,500000,Free,0,Teen,Action,10-Jul-15,1.5,4.0 and up
Z PIVOT,COUNICATION,NaN,0,5700000,10,Paid,19.99,Everyone,Counication,11-Jul-18,1.3,4.2 and up
Dragon X Adventure: Warrior Z,GAE,4.3,8537,29000000,100000,Free,0,Everyone 10+,Action,03-Nov-15,1.1.4,2.3 and up
Ultiate Fighter Z,GAE,4.3,180,24000000,5000,Free,0,Everyone,Action,16-Jul-18,2,4.4 and up
Thee eXp - Black Z Light,PERSONALIZATION,4.3,29540,4300000,1000000,Free,0,Everyone,Personalization,15-Jun-16,2,5.0 and up
Toy Battle Z,FAILY,4.1,133,48000000,10000,Free,0,Everyone,Casual,23-Jul-18,1.0.4,4.0 and up
Wave Z Live Wallpaper,PERSONALIZATION,4.2,63699,2300000,5000000,Free,0,Teen,Personalization,21-Sep-15,1.1.6,2.3 and up
Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,272172,13000000,10000000,Free,0,Everyone,Health & Fitness,21-Jun-18,1.0.2,4.2 and up
30 Day Ab Challenge,HEALTH_AND_FITNESS,4.5,1886,7600000,500000,Free,0,Everyone,Health & Fitness,21-Jun-16,3.2.1,4.0 and up
Angry Birds Blast,FAILY,4.6,253115,99000000,10000000,Free,0,Everyone,Puzzle,27-Jul-18,1.6.4,4.4 and up
ab,FAILY,3.8,10,22000000,1000,Free,0,Everyone,Casual,27-Oct-16,1,4.0 and up
Ultiate Ab & Core Workouts,HEALTH_AND_FITNESS,4.7,55571,12000000,1000000,Free,0,Everyone,Health & Fitness,21-Feb-18,1.23,4.0 and up
Angry Birds Evolution,FAILY,4.5,384602,88000000,10000000,Free,0,Everyone,Role Playing,30-Jul-18,1.21.1,5.0 and up
Angry Birds atch,FAILY,4.7,227401,91000000,5000000,Free,0,Everyone,Puzzle,19-Jul-18,1.5.0,5.0 and up
Angry Birds POP Bubble Shooter,FAILY,4.5,596628,99000000,10000000,Free,0,Everyone,Casual,02-Aug-18,3.39.0,4.1 and up
Abs Workout - Burn Belly Fat with No Equipent,HEALTH_AND_FITNESS,4.8,69279,10000000,10000000,Free,0,Everyone,Health & Fitness,23-Jul-18,1.1.8,4.2 and up
Angry Birds 2,FAILY,4.6,3881752,57000000,100000000,Free,0,Everyone,Casual,26-Jul-18,2.21.1,4.1 and up
AB Repeat Player,VIDEO_PLAYERS,4.3,1628,18000000,100000,Free,0,Everyone,Video Players & Editors,06-Mar-18,4.1.1,4.4 and up
"Abs, Core & Back Workout Challenge",HEALTH_AND_FITNESS,4.8,3908,33000000,100000,Free,0,Everyone,Health & Fitness,09-Jul-18,1.5.8,4.1 and up
AB obile App,HEALTH_AND_FITNESS,3.4,2105,8200000,100000,Free,0,Everyone,Health & Fitness,21-Aug-17,2.1.0,4.0.3 and up
Angry Birds Rio,GAE,4.4,2610328,46000000,100000000,Free,0,Everyone,Arcade,03-Jul-18,2.6.9,4.1 and up
Angry Birds Epic RPG,FAILY,4.5,2634605,63000000,10000000,Free,0,Everyone,Role Playing,18-Jul-18,3.0.27430.4799,4.4 and up
A-B repeater,VIDEO_PLAYERS,4.4,32,23900000,5000,Free,0,Everyone,Video Players & Editors,18-May-18,1.8,3.0 and up
Angry Birds Friends,GAE,4.2,829753,48000000,50000000,Free,0,Everyone,Arcade,19-Jun-18,4.9.0,4.1 and up
AB Blast atch 3,FAILY,4.3,111,48000000,10000,Free,0,Everyone,Puzzle,19-Jun-18,1.13,4.1 and up
AB Click2Shop,SHOPPING,3.8,454,18000000,100000,Free,0,Everyone,Shopping,26-Jun-18,1.1.0.0,4.1 and up
ath gaes for kids : ties tables - AB ath,FAILY,3.9,2371,8300000,500000,Free,0,Everyone,Educational;Education,27-Jul-18,3.9.3,4.0.3 and up
AB Crush atch 3,FAILY,4.3,96,54000000,10000,Free,0,Everyone,Casual,23-Feb-17,1.1,2.3 and up
AB atch,FAILY,4.2,9,30000000,1000,Free,0,Everyone,Casual,19-May-18,1.0.4,4.1 and up
ath gaes for kids : ties tables training,FAILY,4.5,630,8300000,10000,Paid,1.59,Everyone,Educational;Education,27-Jul-18,3.9.3,4.0.3 and up
7 inute abs workout - Daily Ab Workout,HEALTH_AND_FITNESS,4.8,527,23000000,100000,Free,0,Everyone,Health & Fitness,30-Mar-18,2.01,4.1 and up
AB Anywhere obile Banking,FINANCE,NaN,3,11000000,500,Free,0,Everyone,Finance,03-Jul-18,4.17.82,4.4 and up
5 inute Ab Workouts,HEALTH_AND_FITNESS,4.6,2067,8400000,50000,Free,0,Everyone,Health & Fitness,18-May-18,2.0.4,4.1 and up
Angry Birds Go!,GAE,4.2,3846378,82000000,50000000,Free,0,Everyone,Racing,30-May-18,2.8.2,4.1 and up
AB Screen Recorder,TOOLS,4.2,533,5000000,10000,Free,0,Everyone,Tools,02-Oct-17,2.8,5.0 and up
Six Pack Abs Photo Editor,PHOTOGRAPHY,4,5967,17000000,1000000,Free,0,Everyone,Photography,02-Feb-17,2,3.0 and up
Best Blood Type AB: Food Diet & Personality,LIFESTYLE,NaN,3,37000000,1000,Free,0,Everyone,Lifestyle,11-Jul-18,1.2,4.0.3 and up
Angry Birds Star Wars,GAE,4.3,1218055,45000000,100000000,Free,0,Everyone,Arcade,25-May-18,1.5.12,4.1 and up
30 Day AB Challenge - Luowell,HEALTH_AND_FITNESS,4.8,793,40000000,10000,Free,0,Everyone,Health & Fitness,15-Sep-16,1.0.3,4.0.3 and up
Ab Workouts,HEALTH_AND_FITNESS,4.1,27501,7000000,1000000,Free,0,Everyone,Health & Fitness,05-Jan-18,5.1.9,4.0 and up
Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,21,3800000,1000,Free,0,Everyone,Health & Fitness,31-Dec-16,2.0.0,4.1 and up
Chatie AB Rewards,FAILY,NaN,9,22000000,1000,Free,0,Everyone,Entertainent,22-Jun-18,2.7.0621,4.2 and up
Abs workout - 21 Day Fitness Challenge,HEALTH_AND_FITNESS,4.8,18604,15000000,1000000,Free,0,Everyone,Health & Fitness,02-May-18,1.0.0.9,4.1 and up
Ladies' Ab Workout FREE,HEALTH_AND_FITNESS,4,12906,8500000,1000000,Free,0,Everyone,Health & Fitness,08-Oct-12,1.01,2.1 and up
30-Day Ab Challenge Tracker,HEALTH_AND_FITNESS,3.5,224,37100000,10000,Free,0,Everyone,Health & Fitness,09-Jul-14,1.2.6,4.1 and up
Universal AC Reote Control,TOOLS,3.8,40934,5200000,1000000,Free,0,Everyone,Tools,28-Jul-18,acreotecontrol18,4.0.3 and up
Sart Air Conditioner,TOOLS,3.3,4786,13000000,500000,Free,0,Everyone,Tools,24-May-18,1.2.84,2.2 and up
Assassin's Creed Identity,GAE,3.7,42529,92000000,500000,Paid,1.99,Teen,Action,23-Nov-16,2.8.2,4.1 and up
AC Reote Control,TOOLS,3.3,472,2000000,100000,Free,0,Everyone,Tools,17-Oct-17,1.3,4.1 and up
Air conditioner reote control,TOOLS,3.4,29854,5000000,1000000,Free,0,Everyone,Tools,19-Jul-17,5,2.3 and up
Sart-AC Universal Reote Free,FAILY,1.8,3270,1800000,500000,Free,0,Everyone,Entertainent,18-Aug-15,1,2.2 and up
AC REOTE UNIVERSAL-PRO,FAILY,1.6,402,1700000,100000,Free,0,Everyone,Entertainent,11-Dec-15,1,2.2 and up
Kenore Sart AC,LIFESTYLE,1.9,71,24000000,5000,Free,0,Everyone,Lifestyle,08-May-17,1.0.11,4.4 and up
AC WIFI,TOOLS,3.6,41,23000000,10000,Free,0,Everyone,Tools,03-Jun-18,1.0.3,2.3 and up
A/C Air Conditioner Reote,TOOLS,3.4,7816,5100000,1000000,Free,0,Everyone,Tools,30-Jul-16,1.1.1,3.0 and up
Sart Air Conditioner(CAC),TOOLS,3.2,409,7900000,50000,Free,0,Everyone,Tools,25-May-18,1.0.18,2.2 and up
Carrier Air Conditioner,TOOLS,2.5,362,7800000,100000,Free,0,Everyone,Tools,15-Jan-18,v67_slk3.0_20180115_01,4.0 and up
AC Troubleshooter,TOOLS,4.7,147,4200000,10000,Free,0,Everyone,Tools,08-Jan-15,1.3,3.0 and up
TOSHIBA Sart AC,TOOLS,2.6,60,18000000,10000,Free,0,Everyone,Tools,04-Aug-18,2.1.20180804_01,4.0.3 and up
Trane Interactive Sart AC,TOOLS,2.8,48,3300000,10000,Free,0,Everyone,Tools,21-Apr-16,0.0.2,4.3 and up
AC reote control obile,TOOLS,3.9,3043,7700000,100000,Free,0,Everyone,Tools,02-Jun-17,1.3 acreotecontrol,4.0.3 and up
"AC Air condition Troubleshoot,Repair,aintenance",BOOKS_AND_REFERENCE,4.2,27,3100000,5000,Free,0,Everyone,Books & Reference,07-Feb-18,1.1,4.0 and up
AC Reote for Haier - NOW FREE,TOOLS,3.9,336,27000000,50000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
Air Conditioner aintenance,PRODUCTIVITY,4,11,22000000,5000,Free,0,Everyone,Productivity,27-Nov-15,airConditioneraintenance_13112015,2.3.3 and up
AC Reote for Daikin - NOW FREE,TOOLS,3.5,383,26000000,50000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
A/C Universal Reote Control,TOOLS,3.1,3263,3000000,1000000,Free,0,Everyone,Tools,16-May-17,1.17,3.0 and up
AC Reote for LG - NOW FREE,TOOLS,3.7,1041,28000000,100000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
Plug-in app (Syste AC),TOOLS,3.6,126,11000000,10000,Free,0,Everyone,Tools,08-Jun-17,v1.1072.35.0,4.0 and up
LG AC Sart Diagnosis,LIFESTYLE,3.4,377,6100000,100000,Free,0,Everyone,Lifestyle,21-Mar-17,1.1.4,4.0 and up
AC Reote for idea - NOW FREE,TOOLS,4,448,26000000,100000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
Ac reote control,TOOLS,3.7,822,5000000,50000,Free,0,Everyone,Tools,27-Feb-17,1.1,2.3 and up
A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,2100000,10000,Free,0,Everyone,Business,28-Oct-14,1,4.1 and up
Reote Control For All AC - Universal Reote,PRODUCTIVITY,2.4,166,6100000,10000,Free,0,Everyone,Productivity,28-Jul-18,1.1,4.0.3 and up
All Type Ac Repair & Services,LIFESTYLE,4.3,45,2200000,10000,Free,0,Everyone,Lifestyle,26-Dec-17,0.8,4.1 and up
AC - Tips & News for Android™,NEWS_AND_AGAZINES,4.2,23291,14000000,1000000,Free,0,Everyone 10+,News & agazines,24-May-18,3.1.12,4.1 and up
AC Reote Control Siulator,FAILY,3.3,353,2300000,100000,Free,0,Everyone,Entertainent,04-Dec-17,1,4.0.3 and up
"i Reote controller - for TV, STB, AC and ore",TOOLS,4.1,114340,28000000,10000000,Free,0,Everyone,Tools,01-Aug-18,5.7.1,4.2 and up
AcDisplay,PERSONALIZATION,4.1,66473,3000000,1000000,Free,0,Everyone,Personalization,30-Jul-15,3.8.4,4.1 and up
AC obile Control,HOUSE_AND_HOE,3.4,1450,9700000,100000,Free,0,Everyone,House & Hoe,05-Nov-13,2.4,2.2 and up
AC Reote For LG,TOOLS,3,1298,3400000,100000,Free,0,Everyone,Tools,20-Feb-18,1,4.0 and up
Universal AC Reote Control Siulator,FAILY,3,119,3900000,50000,Free,0,Everyone,Entertainent,22-Dec-17,1,4.0 and up
Hi-Sart AC,TOOLS,2.2,32,9400000,1000,Free,0,Everyone,Tools,03-Apr-18,1.1.0,4.4 and up
AC Reote for Sharp - NOW FREE,TOOLS,3.7,332,26000000,50000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
AC Reote for Sasung - NOW FREE,TOOLS,3.7,566,27000000,100000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
Pocket AC,PHOTOGRAPHY,4.8,130,4400000,1000,Paid,9.99,Everyone,Photography,27-Jun-18,3.1.1,4.1 and up
AC Reote for Carrier - NOW FREE,TOOLS,3.7,163,26000000,10000,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up
"AC & TV, DVD, Set Top Box - Reote control IR",TOOLS,3.6,3632,3200000,1000000,Free,0,Everyone,Tools,13-Nov-17,11;11.26,4.0.3 and up
ac reote control,TOOLS,3.7,9514,7000000,500000,Free,0,Everyone,Tools,11-Jul-18,acreotecontrol-v7,4.0.3 and up
Ad Detect Plugin - Handy Tool,PRODUCTIVITY,3.8,5107,1400000,500000,Free,0,Everyone,Productivity,28-Dec-15,1.6.3,2.3 and up
AppBrain Ad Detector,TOOLS,3.7,9221,1700000,1000000,Free,0,Everyone,Tools,12-Apr-18,2.2.1,4.1 and up
AdClear Ad blocker for Sasung,TOOLS,4.2,1586,1500000,500000,Free,0,Everyone,Tools,07-Sep-17,1.0.5,5.0 and up
Adblock Browser for Android,COUNICATION,4.1,121113,39000000,10000000,Free,0,Everyone,Counication,11-Jul-18,1.4.0,4.1 and up
"C Browser - Ad Blocker , Fast Download , Privacy",COUNICATION,4.6,2265084,6100000,50000000,Free,0,Everyone,Counication,31-Jul-18,5.22.18.0006,4.0 and up
Adguard Content Blocker,TOOLS,4.1,14491,4300000,1000000,Free,0,Everyone,Tools,26-Feb-18,2.1.2,Varies with device
cronoeter (ad free),HEALTH_AND_FITNESS,3.9,1075,8300000,50000,Paid,2.99,Everyone,Health & Fitness,13-Jul-18,2.1.2,4.4 and up
Ad Detector,TOOLS,3.8,208,73000000,50000,Free,0,Everyone,Tools,28-Jul-14,1,2.3 and up
Adblock Plus for Sasung Internet - Browse safe.,COUNICATION,4,8769,2100000,1000000,Free,0,Everyone,Counication,05-Apr-18,1.1.4,5.0 and up
yRadar NOAA Weather Radar Ad Free,WEATHER,4.5,3005,26000000,10000,Paid,2.99,Everyone,Weather,04-Aug-18,7.1.4,4.0.3 and up
Safe Notes - Secure Ad-free notepad,PRODUCTIVITY,4.6,3362,75600000,50000,Free,0,Everyone,Productivity,21-Nov-17,1.7,4.0 and up
Adblock Fast,PRODUCTIVITY,4.1,9914,3200000,1000000,Free,0,Everyone,Productivity,17-May-17,1.4.0,5.0 and up
FVD Ad-Free,TOOLS,4.4,1774,4100000,10000,Paid,1.99,Everyone,Tools,05-Oct-17,4.4.3,3.0 and up
2000 AD Coics and Judge Dredd,COICS,3.7,705,20000000,50000,Free,0,Teen,Coics,19-Jul-18,1.3.0,4.0.3 and up
Anti Adware,TOOLS,3.9,18751,3600000,1000000,Free,0,Everyone,Tools,19-Jun-18,3.6,4.1 and up
Ad Blocker Turbo - Adblocker Browser,COUNICATION,3.9,107,44000000,10000,Free,0,Everyone,Counication,29-Jan-18,1.0.5,4.1 and up
Weather & Radar Pro - Ad-Free,WEATHER,4.5,25243,26000000,100000,Paid,2.99,Everyone,Weather,01-Aug-18,4.34.0,4.4 and up
ONScripter Plus (Ad Free),GAE,4.5,100,17000000,1000,Paid,3.99,Everyone,Adventure,07-Apr-16,1.2.4,4.1 and up
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,4.4,319,1100000,10000,Paid,2.99,Everyone,Tools,03-Jul-18,2.0.1,4.4 and up
Google AdSense,PRODUCTIVITY,4.3,52677,2900000,1000000,Free,0,Everyone,Productivity,13-Dec-17,3.3,4.0 and up
Ad-free Triangle Solver,FAILY,4.5,118,24000000,10000,Free,0,Everyone,Education,20-Aug-15,6.3.1,4.2 and up
Ez Screen Recorder (no ad),VIDEO_PLAYERS,4.7,8696,14000000,100000,Free,0,Everyone,Video Players & Editors,03-Jun-18,2.1.4,5.0 and up
Best Applock - Locker & No Ads,PRODUCTIVITY,4.7,10672,6900000,100000,Free,0,Everyone,Productivity,23-Jun-18,2.1.1,4.1 and up
Local Services ads by Google,BUSINESS,4.1,7,12000000,1000,Free,0,Everyone,Business,17-Jul-18,3.3.270,4.0 and up
Ad Block REOVER - NEED ROOT,TOOLS,3.3,999,9100000,100000,Free,0,Everyone,Tools,17-Dec-13,3.2,2.2 and up
WhatsFake Pro (Ad free),SOCIAL,4.2,204,9400000,5000,Paid,0.99,Everyone,Social,25-Sep-17,1.4,4.1 and up
Photo Copress 2.0 - Ad Free,TOOLS,4.1,6267,1700000,1000000,Free,0,Everyone,Tools,07-May-16,2.1,3.2 and up
Ad Reoval: thereisonlywe,PRODUCTIVITY,3.4,16,29300000,100,Paid,6.49,Everyone,Productivity,03-May-14,1,2.2 and up
Solitaire: Decked Out Ad Free,GAE,4.9,37302,35000000,500000,Free,0,Everyone,Card,08-May-17,1.3.3,4.1 and up
"WeatherClear - Ad-free Weather, inute forecast",WEATHER,4.5,3252,3800000,50000,Free,0,Everyone,Weather,25-Jun-17,1.2.6,4.1 and up
Ad Reove Plugin for App2SD,PRODUCTIVITY,4.1,66,1700000,1000,Paid,1.29,Everyone,Productivity,25-Sep-13,1.0.0,2.2 and up
"Digital Clock : Siple, Tiny, Ad-free Desk Clock.",LIFESTYLE,4.4,317,7400000,50000,Free,0,Everyone,Lifestyle,21-Dec-16,3,2.3 and up
Google Ads,BUSINESS,4.3,29331,20000000,5000000,Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up
RA Cleanup Ad-Free Option,TOOLS,4.4,457,1100000,10000,Paid,2.99,Everyone,Tools,26-Jul-16,3,4.1 and up
Eo Ads Blocker Browser,TOOLS,3.4,1555,4100000,100000,Free,0,Everyone,Tools,17-Sep-15,1.4,3.0 and up
Bing Ads,BUSINESS,4.1,1828,13000000,100000,Free,0,Everyone,Business,20-Jul-18,2.13.2,4.1 and up
y baby firework (Reove ad),FAILY,4.1,30,1400000,1000,Paid,0.99,Everyone,Entertainent,25-Apr-13,Varies with device,Varies with device
Apps Ads Detector,TOOLS,3.5,315,8300000,100000,Free,0,Everyone,Tools,19-Feb-18,25,4.0.3 and up
TIBER AD FILTER - Very useful ad block app,PRODUCTIVITY,3.8,1343,9000000,100000,Free,0,Everyone,Productivity,12-Mar-18,1.0.26,5.0 and up
